Year,Percent
1996,-2.091044734300097
1997,-0.44523599525558627
1998,4.590391197738974
1999,5.117622305190631
2000,0.3839669926015482
2001,1.6089858937820507
2002,-5.854281863852229
2003,3.9061085855142763
2004,1.7249090615212233
2005,-1.2951998885173233
2006,1.5457817730849506
2007,-0.27574054133155435
2008,10.663919292086323
2009,0.5627393074338343
2010,4.275877130595531
2011,1.0461376898472188
2012,1.1869780244151305
2013,2.635346791466311
2014,0.2658933865551036
2015,-2.7912635730384494
