Year,Percent
1996,7.56639221432024
1997,1.7476260849170495
1998,4.680643228081539
1999,2.5691991203482654
2000,-7.477380150042934
2001,5.105615369924156
2002,3.923589852691596
2003,-0.0774365908587711
2004,3.831008625920978
2005,3.8843966885796366
2006,2.399452013388072
2007,-1.8098119293965407
2008,-7.250336217534958
2009,5.05810829118351
2010,-0.3233722271425917
2011,2.3541329839857372
2012,-0.799242938921026
2013,2.5073251983323033
2014,2.465544255669706
2015,-1.123553929301036
