Date, Open, High, Low, Close
12/21/11, 727.00, 727.60, 723.88, 725.68
12/20/11, 718.13, 720.59, 717.79, 718.49
12/19/11, 720.38, 720.65, 712.27, 716.38
12/16/11, 726.99, 727.85, 722.75, 723.56
12/15/11, 732.17, 733.06, 724.97, 725.02
12/14/11, 738.45, 739.46, 734.90, 736.98
12/13/11, 737.47, 743.74, 736.05, 740.71
12/12/11, 747.73, 749.29, 745.65, 746.69
12/09/11, 735.99, 741.82, 735.99, 738.12
12/08/11, 745.62, 748.39, 742.32, 745.11
12/07/11, 741.36, 750.61, 739.97, 749.63
12/06/11, 745.55, 747.77, 738.01, 738.01
12/05/11, 748.99, 749.39, 745.32, 748.61
12/02/11, 741.83, 744.46, 739.52, 744.14
12/01/11, 740.70, 746.44, 738.76, 740.01
11/30/11, 724.87, 728.60, 721.10, 728.46
11/29/11, 721.94, 729.83, 719.84, 729.68
11/28/11, 714.09, 719.61, 713.98, 715.70
11/25/11, 704.08, 711.36, 703.88, 706.60
11/24/11, 708.05, 712.00, 704.77, 706.08
11/22/11, 710.31, 719.50, 709.86, 717.79
11/21/11, 716.87, 719.19, 716.28, 717.08
11/18/11, 719.57, 721.47, 717.61, 719.98
11/17/11, 720.63, 728.63, 717.78, 727.71
11/16/11, 730.57, 731.61, 723.58, 724.11
11/15/11, 731.82, 735.04, 729.97, 730.91
11/14/11, 738.04, 739.91, 733.93, 735.85
11/11/11, 731.54, 733.19, 726.24, 729.13
11/10/11, 735.64, 735.64, 727.72, 730.30
11/09/11, 744.06, 749.87, 740.90, 749.40
11/08/11, 747.57, 749.93, 736.89, 738.03
11/07/11, 749.96, 750.45, 747.06, 750.45
11/04/11, 747.69, 752.85, 745.38, 752.02
11/02/11, 745.07, 745.21, 737.21, 738.58
11/01/11, 757.77, 761.04, 753.39, 754.50
10/31/11, 768.55, 779.08, 764.06, 764.06
10/28/11, 774.11, 777.39, 769.94, 771.43
10/27/11, 748.11, 763.04, 744.28, 762.79
10/26/11, 741.78, 751.21, 736.50, 746.48
10/25/11, 757.60, 757.85, 747.04, 747.70
10/24/11, 749.25, 755.55, 749.14, 755.44
10/21/11, 744.77, 746.59, 741.87, 744.21
10/20/11, 749.73, 749.88, 742.72, 746.02
10/19/11, 756.34, 757.88, 749.62, 751.49
10/18/11, 752.62, 754.94, 749.64, 751.24
10/17/11, 759.36, 763.85, 757.93, 761.88
10/14/11, 752.81, 753.87, 748.71, 748.81
10/13/11, 761.08, 762.02, 758.00, 758.83
10/12/11, 750.71, 754.92, 747.25, 753.44
10/11/11, 752.38, 757.93, 751.83, 755.00
10/07/11, 742.98, 748.64, 740.95, 741.55
10/06/11, 732.60, 740.28, 732.25, 736.86
10/05/11, 739.36, 739.81, 724.77, 726.25
10/04/11, 737.20, 737.61, 729.80, 736.18
10/03/11, 748.80, 749.67, 735.94, 747.11
09/30/11, 764.06, 765.89, 755.56, 761.17
09/29/11, 747.78, 762.30, 747.26, 762.30
09/28/11, 746.96, 755.60, 746.59, 754.07
09/27/11, 738.64, 748.55, 737.55, 748.55
09/26/11, 744.06, 744.28, 727.33, 728.85
09/22/11, 749.56, 749.77, 740.85, 744.54
09/21/11, 755.50, 758.93, 754.39, 757.13
09/20/11, 760.62, 760.74, 753.37, 755.04
09/16/11, 760.41, 768.42, 759.56, 768.13
09/15/11, 750.53, 754.92, 749.46, 751.76
09/14/11, 749.81, 753.56, 740.58, 741.69
09/13/11, 745.40, 751.75, 741.90, 749.82
09/12/11, 742.61, 743.09, 738.80, 741.26
09/09/11, 754.60, 760.52, 754.60, 755.70
09/08/11, 761.76, 763.08, 754.12, 757.41
09/07/11, 750.87, 755.29, 748.43, 753.63
09/06/11, 750.31, 750.34, 740.39, 741.20
09/05/11, 760.77, 762.15, 753.46, 755.82
09/02/11, 772.42, 774.26, 766.38, 769.78
09/01/11, 776.04, 780.99, 774.52, 778.28
08/31/11, 767.14, 771.18, 764.48, 770.60
08/30/11, 768.00, 773.31, 766.37, 767.30
08/29/11, 757.21, 765.64, 751.53, 758.83
08/26/11, 750.82, 756.35, 749.99, 756.07
08/25/11, 749.93, 759.34, 749.21, 751.82
08/24/11, 756.95, 759.40, 740.51, 742.24
08/23/11, 747.97, 751.85, 742.76, 750.39
08/22/11, 748.51, 752.86, 742.13, 742.84
08/19/11, 753.27, 756.08, 749.45, 751.69
08/18/11, 775.57, 775.66, 765.91, 767.31
08/17/11, 775.38, 778.02, 771.12, 776.65
08/16/11, 781.36, 783.95, 776.36, 779.06
08/15/11, 778.07, 779.72, 772.68, 777.12
08/12/11, 778.78, 779.67, 765.38, 768.19
08/11/11, 762.70, 770.88, 759.78, 770.88
08/10/11, 783.91, 785.29, 775.27, 776.73
08/09/11, 766.94, 770.39, 744.46, 770.39
08/08/11, 789.59, 791.94, 779.87, 782.86
08/05/11, 809.46, 809.72, 794.16, 800.96
08/04/11, 829.07, 835.53, 824.10, 826.36
08/03/11, 831.48, 831.76, 825.18, 826.75
08/02/11, 845.77, 846.66, 841.98, 843.96
08/01/11, 847.12, 858.53, 847.02, 851.70
07/29/11, 846.65, 848.46, 841.37, 841.37
07/28/11, 850.14, 851.88, 844.92, 848.37
07/27/11, 861.69, 861.69, 854.82, 859.11
07/26/11, 863.67, 869.84, 861.95, 866.20
07/25/11, 866.12, 866.71, 861.12, 861.91
07/22/11, 866.95, 870.71, 864.83, 868.81
07/21/11, 862.07, 862.31, 858.13, 860.11
07/20/11, 862.39, 864.91, 858.89, 860.66
07/19/11, 854.81, 857.45, 852.89, 853.75
07/15/11, 856.06, 860.76, 855.85, 859.36
07/14/11, 858.01, 862.06, 853.98, 856.88
07/13/11, 853.48, 862.76, 853.37, 860.53
07/12/11, 859.14, 861.72, 855.33, 857.19
07/11/11, 869.49, 873.01, 868.52, 870.16
07/08/11, 878.39, 879.48, 873.96, 874.34
07/07/11, 869.98, 873.05, 867.87, 870.48
07/06/11, 865.65, 873.51, 863.53, 873.51
07/05/11, 864.12, 867.46, 863.78, 865.18
07/04/11, 863.50, 866.53, 862.00, 864.11
07/01/11, 854.83, 856.79, 852.20, 853.86
06/30/11, 849.14, 850.32, 844.31, 849.22
06/29/11, 839.82, 844.11, 837.99, 844.11
06/28/11, 832.51, 835.51, 828.79, 830.34
06/27/11, 831.21, 831.32, 824.64, 825.64
06/24/11, 827.25, 834.37, 826.90, 833.20
06/23/11, 823.73, 830.85, 822.78, 825.51
06/22/11, 819.51, 831.30, 819.51, 828.99
06/21/11, 811.37, 815.73, 808.38, 815.73
06/20/11, 807.88, 812.20, 805.94, 806.83
06/17/11, 814.71, 814.83, 801.78, 805.34
06/16/11, 817.14, 819.76, 812.41, 812.41
06/15/11, 826.74, 827.35, 820.90, 824.65
06/14/11, 812.13, 823.83, 811.49, 822.86
06/13/11, 808.95, 813.06, 806.99, 812.26
06/10/11, 818.64, 823.79, 815.50, 817.38
06/09/11, 811.00, 813.34, 807.14, 812.95
06/08/11, 812.93, 815.31, 810.12, 814.45
06/07/11, 807.07, 814.60, 805.23, 813.76
06/06/11, 814.57, 817.03, 805.84, 807.99
06/03/11, 825.11, 828.28, 816.34, 816.57
06/02/11, 826.94, 827.22, 823.24, 825.76
06/01/11, 839.41, 839.59, 834.50, 839.41
05/31/11, 823.02, 838.48, 822.70, 838.48
05/30/11, 823.05, 826.56, 818.96, 823.68
05/27/11, 824.70, 830.22, 821.62, 824.90
05/26/11, 822.72, 827.90, 822.27, 827.08
05/25/11, 821.98, 823.53, 816.98, 817.74
05/24/11, 812.88, 820.27, 812.52, 819.16
05/23/11, 824.05, 824.08, 816.43, 817.68
05/20/11, 830.40, 834.05, 827.77, 827.77
05/19/11, 841.70, 843.23, 830.36, 831.89
05/18/11, 831.40, 839.98, 830.30, 837.96
05/17/11, 827.09, 830.42, 823.99, 828.85
05/16/11, 833.98, 834.90, 829.28, 829.55
05/13/11, 851.36, 851.62, 833.19, 839.94
05/12/11, 852.08, 857.64, 849.34, 849.34
05/11/11, 863.01, 864.19, 856.38, 857.62
05/10/11, 854.47, 859.40, 851.09, 856.46
05/09/11, 859.83, 860.43, 851.27, 853.21
05/06/11, 855.16, 857.83, 851.17, 856.50
05/02/11, 861.60, 866.65, 860.49, 865.55
04/28/11, 844.45, 851.85, 842.12, 851.85
04/27/11, 838.42, 844.36, 836.85, 839.87
04/26/11, 837.94, 838.15, 831.80, 833.64
04/25/11, 842.88, 847.84, 839.52, 840.68
04/22/11, 836.92, 845.13, 834.87, 842.18
04/21/11, 842.35, 844.28, 837.53, 841.72
04/20/11, 833.72, 839.13, 832.13, 837.17
04/19/11, 828.11, 831.23, 824.61, 827.56
04/18/11, 841.98, 843.32, 836.34, 836.34
04/15/11, 845.52, 846.77, 840.80, 841.29
04/14/11, 841.02, 848.90, 838.58, 846.72
04/13/11, 835.40, 845.90, 835.27, 844.59
04/12/11, 842.47, 843.52, 835.11, 838.51
04/11/11, 850.75, 856.01, 849.04, 852.34
04/08/11, 837.64, 855.87, 833.06, 853.13
04/07/11, 845.00, 850.02, 840.26, 841.10
04/06/11, 850.00, 850.00, 837.14, 839.61
04/05/11, 859.91, 860.17, 841.76, 847.16
04/04/11, 867.33, 868.72, 859.52, 859.75
04/01/11, 870.96, 874.35, 862.62, 862.62
03/31/11, 871.02, 871.08, 861.76, 869.38
03/30/11, 852.04, 866.09, 849.73, 866.09
03/29/11, 846.22, 854.17, 839.04, 850.21
03/28/11, 858.77, 858.93, 850.72, 857.85
03/25/11, 865.10, 865.16, 851.05, 857.38
03/24/11, 860.78, 863.80, 853.43, 853.95
03/23/11, 868.62, 868.91, 854.91, 861.10
03/22/11, 848.12, 869.95, 847.17, 868.13
03/18/11, 821.27, 833.86, 820.74, 830.39
03/17/11, 800.80, 821.47, 782.19, 810.80
03/16/11, 779.89, 818.94, 779.89, 817.63
03/15/11, 831.52, 831.60, 725.90, 766.73
03/14/11, 896.68, 896.79, 843.86, 846.96
03/11/11, 920.79, 925.41, 915.12, 915.51
03/10/11, 941.31, 941.31, 928.40, 930.84
03/09/11, 946.58, 951.39, 942.75, 944.29
03/08/11, 941.30, 945.50, 938.60, 939.16
03/07/11, 950.22, 950.37, 938.91, 941.63
03/04/11, 960.92, 962.66, 952.90, 955.59
03/03/11, 945.18, 949.43, 944.84, 948.69
03/02/11, 952.05, 953.47, 942.87, 942.87
03/01/11, 956.34, 964.18, 956.19, 963.70
02/28/11, 941.51, 952.56, 935.63, 951.27
02/25/11, 935.21, 942.06, 934.10, 941.93
02/24/11, 942.11, 942.97, 932.35, 934.22
02/23/11, 947.41, 957.25, 946.88, 946.88
02/22/11, 966.87, 968.04, 955.48, 956.70
02/21/11, 972.56, 974.64, 969.27, 974.63
02/18/11, 973.65, 975.69, 970.96, 973.60
02/17/11, 974.33, 976.28, 971.42, 974.14
02/16/11, 963.31, 971.70, 963.27, 967.30
02/15/11, 960.69, 964.31, 959.05, 962.57
02/14/11, 954.24, 959.30, 953.92, 959.19
02/10/11, 940.91, 948.28, 940.49, 946.63
02/09/11, 948.56, 951.28, 942.29, 944.02
02/08/11, 944.76, 945.45, 942.26, 944.00
02/07/11, 943.14, 943.62, 938.57, 940.43
02/04/11, 935.12, 940.80, 934.92, 935.36
02/03/11, 928.42, 929.28, 925.35, 927.57
02/02/11, 921.90, 931.62, 921.47, 929.64
02/01/11, 914.34, 916.41, 910.82, 913.52
01/31/11, 908.30, 912.36, 904.25, 910.08
01/28/11, 928.21, 929.48, 916.95, 919.69
01/27/11, 925.60, 930.50, 923.36, 929.66
01/26/11, 926.27, 927.15, 922.64, 922.64
01/25/11, 920.96, 931.49, 919.04, 929.28
01/24/11, 914.79, 917.54, 909.78, 917.18
01/21/11, 929.01, 929.08, 909.14, 910.85
01/20/11, 932.15, 933.47, 926.32, 927.19
01/19/11, 935.72, 938.03, 932.92, 936.87
01/18/11, 926.59, 934.92, 925.37, 931.58
01/17/11, 936.61, 936.61, 927.09, 928.73
01/14/11, 933.93, 937.66, 930.31, 930.31
01/13/11, 938.00, 939.70, 934.44, 937.74
01/12/11, 932.51, 935.64, 928.78, 929.64
01/11/11, 923.71, 928.70, 923.03, 926.94
01/07/11, 924.69, 928.27, 923.72, 926.42
01/06/11, 919.81, 924.67, 919.41, 924.51
01/05/11, 912.24, 914.29, 909.23, 911.69
01/04/11, 909.44, 913.28, 906.86, 911.80
12/30/10, 905.71, 906.42, 897.74, 898.80
12/29/10, 902.55, 908.01, 901.49, 908.01
12/28/10, 904.31, 905.42, 902.67, 902.83
12/27/10, 901.47, 906.50, 901.47, 904.68
12/24/10, 901.99, 903.96, 900.15, 901.66
12/22/10, 905.43, 909.67, 903.57, 905.78
12/21/10, 900.91, 908.13, 900.68, 906.21
12/20/10, 903.79, 904.95, 895.28, 898.55
12/17/10, 903.78, 906.24, 901.94, 903.14
12/16/10, 901.41, 907.80, 900.54, 903.84
12/15/10, 904.78, 904.99, 899.85, 902.42
12/14/10, 896.40, 901.89, 896.27, 901.89
12/13/10, 887.54, 897.40, 886.38, 897.40
12/10/10, 896.37, 896.37, 886.77, 888.22
12/09/10, 890.08, 891.90, 887.60, 891.60
12/08/10, 881.88, 887.39, 881.48, 887.39
12/07/10, 880.29, 880.47, 875.77, 879.10
12/06/10, 879.49, 881.79, 878.58, 881.41
12/03/10, 883.08, 884.63, 877.37, 879.22
12/02/10, 878.61, 880.72, 876.53, 877.21
12/01/10, 860.70, 866.07, 858.87, 866.07
11/30/10, 872.21, 874.76, 860.94, 860.94
11/29/10, 868.69, 876.43, 868.69, 874.59
11/26/10, 870.10, 874.25, 866.76, 866.81
11/25/10, 873.34, 874.27, 867.56, 869.81
11/24/10, 862.23, 869.96, 858.81, 866.57
11/22/10, 877.04, 878.64, 873.51, 875.48
11/19/10, 876.80, 877.06, 869.13, 869.52
11/18/10, 851.81, 868.81, 850.65, 868.81
11/17/10, 840.22, 850.88, 840.17, 850.30
11/16/10, 856.21, 857.44, 845.51, 847.77
11/15/10, 851.62, 852.26, 847.42, 851.56
11/12/10, 851.99, 856.89, 846.98, 846.98
11/11/10, 856.14, 858.52, 853.43, 856.37
11/10/10, 843.89, 854.15, 843.53, 852.98
11/09/10, 838.18, 843.48, 836.79, 839.95
11/08/10, 840.67, 842.14, 837.08, 841.74
11/05/10, 827.46, 839.56, 827.16, 834.98
11/04/10, 812.97, 820.76, 812.48, 816.33
11/02/10, 802.36, 803.81, 799.64, 803.12
11/01/10, 806.55, 811.18, 801.56, 803.30
10/29/10, 812.98, 815.09, 803.54, 810.91
10/28/10, 816.44, 819.30, 813.35, 814.33
10/27/10, 821.80, 822.79, 812.72, 817.76
10/26/10, 819.30, 824.06, 817.81, 817.94
10/25/10, 824.31, 826.44, 820.14, 821.23
10/22/10, 821.57, 827.69, 820.39, 824.88
10/21/10, 824.11, 826.33, 815.77, 820.40
10/20/10, 824.04, 824.83, 815.67, 823.69
10/19/10, 830.65, 837.74, 830.27, 833.73
10/18/10, 827.21, 835.13, 826.75, 830.52
10/15/10, 834.36, 834.52, 824.31, 826.38
10/14/10, 830.43, 840.11, 829.13, 836.95
10/13/10, 829.74, 832.86, 821.83, 822.65
10/12/10, 844.69, 844.85, 823.32, 824.60
10/08/10, 844.46, 847.23, 839.44, 839.44
10/07/10, 843.11, 850.13, 842.79, 846.06
10/06/10, 838.72, 844.67, 835.37, 844.50
10/05/10, 820.23, 834.30, 817.07, 832.64
10/04/10, 830.35, 834.42, 821.20, 822.74
10/01/10, 833.46, 833.59, 823.90, 829.97
09/30/10, 846.96, 847.92, 828.89, 829.51
09/29/10, 844.06, 849.58, 841.69, 846.97
09/28/10, 843.04, 845.71, 840.69, 842.65
09/27/10, 844.88, 849.30, 841.87, 849.30
09/24/10, 837.79, 849.03, 835.36, 838.41
09/22/10, 847.60, 851.51, 845.38, 846.52
09/21/10, 858.32, 858.77, 848.97, 849.94
09/17/10, 850.03, 853.82, 848.30, 852.09
09/16/10, 856.80, 856.85, 842.59, 844.71
09/15/10, 832.27, 854.11, 828.89, 848.64
09/14/10, 838.07, 839.58, 833.02, 834.87
09/13/10, 840.20, 843.28, 837.14, 837.65
09/10/10, 830.42, 839.75, 830.04, 833.72
09/09/10, 827.95, 828.89, 823.77, 826.84
09/08/10, 824.81, 825.14, 817.21, 820.99
09/07/10, 833.77, 841.17, 832.82, 834.92
09/06/10, 829.48, 838.71, 827.78, 838.71
09/03/10, 822.32, 825.71, 818.95, 823.70
09/02/10, 822.26, 822.98, 812.03, 819.42
09/01/10, 804.25, 811.40, 800.69, 811.40
08/31/10, 818.30, 818.61, 803.78, 804.67
08/30/10, 830.38, 840.68, 827.11, 829.21
08/27/10, 804.44, 821.45, 804.34, 819.62
08/26/10, 811.08, 811.79, 805.18, 811.79
08/25/10, 809.54, 814.31, 804.38, 807.31
08/24/10, 817.23, 821.40, 814.38, 817.73
08/23/10, 826.67, 828.48, 822.45, 824.79
08/20/10, 833.89, 838.20, 828.60, 829.59
08/19/10, 835.41, 843.98, 835.41, 843.98
08/18/10, 834.25, 838.20, 826.99, 835.23
08/17/10, 820.89, 828.17, 820.47, 826.78
08/16/10, 823.05, 828.70, 820.34, 828.63
08/13/10, 826.95, 832.86, 822.92, 831.24
08/12/10, 820.69, 827.78, 816.78, 827.78
08/11/10, 845.54, 846.34, 833.75, 834.45
08/10/10, 860.68, 862.27, 851.22, 854.68
08/09/10, 853.33, 857.62, 853.09, 857.62
08/06/10, 851.83, 861.40, 851.23, 861.17
08/05/10, 856.44, 859.98, 851.31, 857.09
08/04/10, 854.43, 854.71, 844.38, 845.93
08/03/10, 861.82, 864.25, 855.57, 859.18
08/02/10, 851.45, 858.96, 848.82, 850.69
07/30/10, 858.86, 858.86, 846.71, 849.50
07/29/10, 859.39, 864.04, 859.05, 861.27
07/28/10, 855.88, 866.26, 855.88, 865.51
07/27/10, 846.20, 850.12, 844.37, 846.12
07/26/10, 848.79, 852.05, 845.80, 845.88
07/23/10, 837.26, 844.37, 836.08, 841.29
07/22/10, 824.06, 827.43, 822.02, 825.48
07/21/10, 838.64, 838.79, 827.31, 829.35
07/20/10, 829.84, 837.69, 828.73, 832.26
07/16/10, 850.61, 853.21, 838.78, 840.58
07/15/10, 863.75, 863.76, 856.60, 856.60
07/14/10, 867.60, 874.25, 866.18, 870.73
07/13/10, 861.23, 863.78, 852.10, 854.39
07/12/10, 859.21, 866.13, 857.15, 857.70
07/09/10, 864.14, 864.30, 856.99, 861.21
07/08/10, 856.09, 862.73, 855.76, 861.02
07/07/10, 845.69, 846.35, 837.13, 841.51
07/06/10, 829.81, 847.24, 825.26, 847.24
07/05/10, 833.71, 839.30, 832.85, 836.89
07/02/10, 831.30, 833.72, 825.90, 830.98
07/01/10, 834.72, 834.89, 825.06, 828.39
06/30/10, 839.03, 842.19, 835.91, 841.42
06/29/10, 862.55, 865.54, 850.29, 852.19
06/28/10, 867.27, 867.44, 859.30, 860.80
06/25/10, 870.11, 871.63, 864.40, 867.30
06/24/10, 878.91, 886.40, 878.54, 879.77
06/23/10, 883.91, 884.13, 880.33, 880.84
06/22/10, 895.27, 900.39, 893.78, 894.56
06/21/10, 891.86, 904.03, 891.86, 902.49
06/18/10, 887.83, 887.83, 882.34, 884.64
06/17/10, 889.04, 891.62, 885.61, 887.48
06/16/10, 890.53, 894.83, 889.64, 892.38
06/15/10, 876.52, 881.98, 874.91, 878.83
06/14/10, 875.29, 878.56, 875.29, 878.56
06/11/10, 869.60, 872.49, 865.36, 866.44
06/10/10, 853.33, 857.26, 848.87, 856.79
06/09/10, 854.26, 855.11, 846.47, 850.37
06/08/10, 854.33, 862.87, 853.21, 858.33
06/07/10, 874.36, 874.46, 858.90, 859.21
06/04/10, 891.35, 895.09, 887.42, 890.16
06/03/10, 881.66, 891.26, 881.63, 890.64
06/02/10, 871.60, 882.65, 867.20, 870.05
06/01/10, 879.43, 881.55, 874.89, 880.04
05/31/10, 876.60, 886.43, 876.28, 880.46
05/28/10, 883.51, 884.98, 874.41, 878.52
05/27/10, 851.70, 870.26, 850.88, 869.89
05/26/10, 864.18, 867.58, 854.79, 859.00
05/25/10, 872.12, 872.76, 857.00, 859.82
05/24/10, 878.42, 881.73, 873.28, 880.01
05/21/10, 880.90, 881.44, 872.48, 879.69
05/20/10, 904.59, 908.36, 896.01, 898.15
05/19/10, 902.69, 910.64, 898.70, 910.64
05/18/10, 924.23, 924.64, 910.99, 913.91
05/17/10, 926.55, 928.92, 915.23, 920.43
05/14/10, 936.79, 942.89, 930.97, 936.45
05/13/10, 943.48, 949.21, 941.93, 947.90
05/12/10, 936.56, 940.23, 929.39, 932.83
05/11/10, 954.04, 954.34, 930.57, 932.10
05/10/10, 930.54, 945.20, 927.98, 944.64
05/07/10, 937.51, 937.60, 921.36, 931.74
05/06/10, 970.44, 970.46, 955.84, 956.72
04/30/10, 988.94, 991.22, 984.72, 987.04
04/28/10, 980.93, 981.14, 973.57, 977.64
04/27/10, 992.82, 997.63, 990.93, 997.63
04/26/10, 987.35, 996.82, 987.06, 996.71
04/23/10, 976.33, 979.53, 973.74, 978.20
04/22/10, 981.02, 981.02, 970.69, 978.17
04/21/10, 982.98, 987.61, 982.00, 987.07
04/20/10, 975.92, 980.33, 971.41, 972.11
04/19/10, 974.43, 975.87, 968.79, 970.84
04/16/10, 996.55, 996.55, 987.35, 988.84
04/15/10, 999.54, 1001.77, 996.97, 998.90
04/14/10, 991.49, 995.26, 987.40, 991.10
04/13/10, 993.26, 993.56, 982.59, 988.44
04/12/10, 996.34, 1001.53, 994.78, 994.78
04/09/10, 985.62, 989.42, 983.73, 989.42
04/08/10, 987.60, 992.32, 985.80, 985.99
04/07/10, 991.82, 998.97, 991.56, 995.54
04/06/10, 997.11, 997.37, 986.05, 990.79
04/05/10, 996.05, 996.97, 992.41, 995.68
04/02/10, 991.06, 991.06, 985.37, 989.39
04/01/10, 983.99, 986.51, 978.28, 985.26
03/31/10, 981.76, 984.06, 977.39, 978.81
03/30/10, 971.28, 980.33, 970.15, 979.58
03/29/10, 958.19, 966.14, 957.86, 966.13
03/26/10, 957.39, 966.72, 957.30, 966.72
03/25/10, 955.76, 957.26, 950.98, 952.13
03/24/10, 952.53, 956.02, 948.42, 951.97
03/23/10, 948.10, 951.05, 947.13, 947.37
03/19/10, 944.15, 949.01, 943.57, 948.93
03/18/10, 947.83, 948.78, 940.15, 940.79
03/17/10, 943.75, 949.00, 940.84, 947.43
03/16/10, 936.68, 942.33, 936.68, 938.10
03/15/10, 940.81, 942.42, 935.20, 938.91
03/12/10, 935.95, 937.50, 930.94, 936.38
03/11/10, 928.00, 931.16, 925.08, 930.38
03/10/10, 924.10, 926.27, 921.94, 922.44
03/09/10, 925.69, 927.79, 923.60, 924.38
03/08/10, 923.56, 927.31, 921.74, 927.31
03/05/10, 905.11, 913.18, 905.11, 910.81
03/04/10, 905.29, 906.18, 896.68, 897.64
03/03/10, 900.62, 907.11, 900.00, 905.65
03/02/10, 900.50, 903.41, 896.46, 902.71
03/01/10, 895.23, 902.50, 893.81, 898.93
02/26/10, 890.90, 897.13, 890.23, 894.10
02/25/10, 899.59, 900.84, 889.26, 891.41
02/24/10, 895.70, 897.62, 890.86, 895.69
02/23/10, 906.62, 908.42, 900.91, 907.37
02/22/10, 902.76, 914.76, 902.76, 909.75
02/19/10, 904.85, 906.23, 889.08, 889.08
02/18/10, 907.14, 907.36, 902.35, 904.73
02/17/10, 895.87, 904.90, 895.21, 904.63
02/16/10, 885.23, 887.77, 884.03, 885.17
02/15/10, 892.72, 893.85, 882.98, 883.47
02/12/10, 891.80, 892.87, 887.47, 892.16
02/10/10, 887.98, 890.15, 883.50, 883.50
02/09/10, 877.89, 883.58, 876.77, 881.57
02/08/10, 887.90, 891.97, 882.21, 883.01
02/05/10, 896.29, 896.92, 888.73, 891.78
02/04/10, 918.02, 918.55, 903.34, 911.09
02/03/10, 918.20, 921.90, 915.02, 915.68
02/02/10, 905.78, 913.68, 903.73, 912.82
02/01/10, 900.38, 900.38, 891.93, 898.61
01/29/10, 908.73, 910.54, 901.12, 901.12
01/28/10, 911.13, 920.64, 909.59, 914.32
01/27/10, 917.80, 919.66, 907.67, 907.67
01/26/10, 934.01, 937.87, 916.40, 916.40
01/25/10, 930.64, 938.73, 928.87, 934.59
01/22/10, 942.92, 942.95, 932.41, 940.94
01/21/10, 940.92, 958.88, 937.43, 956.03
01/20/10, 956.41, 956.47, 942.99, 944.72
01/19/10, 957.69, 957.69, 947.29, 949.76
01/18/10, 957.72, 960.81, 953.98, 957.55
01/15/10, 962.24, 966.40, 959.04, 966.40
01/14/10, 948.63, 959.01, 948.63, 959.01
01/13/10, 947.66, 955.91, 943.88, 944.02
01/12/10, 940.61, 955.40, 940.61, 954.13
01/08/10, 937.53, 941.81, 933.37, 941.29
01/07/10, 933.84, 937.02, 929.77, 931.85
01/06/10, 925.06, 932.41, 921.12, 931.13
01/05/10, 926.07, 930.51, 918.14, 919.57
01/04/10, 912.48, 919.17, 912.48, 915.75
12/30/09, 920.54, 920.54, 907.59, 907.59
12/29/09, 913.58, 918.58, 911.43, 915.87
12/28/09, 910.91, 919.56, 910.21, 914.78
12/25/09, 914.30, 914.30, 908.95, 909.39
12/24/09, 907.83, 914.73, 907.53, 913.72
12/22/09, 897.58, 904.60, 895.29, 903.06
12/21/09, 896.68, 897.42, 891.48, 891.48
12/18/09, 892.15, 894.80, 886.72, 893.59
12/17/09, 900.87, 903.39, 896.28, 896.28
12/16/09, 892.94, 903.89, 892.94, 898.29
12/15/09, 882.27, 887.52, 881.38, 884.63
12/14/09, 890.48, 890.48, 877.60, 885.08
12/11/09, 880.01, 888.57, 874.62, 888.57
12/10/09, 882.34, 889.02, 870.47, 873.90
12/09/09, 889.00, 889.00, 883.65, 884.94
12/08/09, 893.14, 898.21, 893.12, 896.70
12/07/09, 898.86, 903.65, 895.47, 898.93
12/04/09, 890.62, 890.62, 883.09, 889.58
12/03/09, 867.65, 888.04, 867.57, 888.04
12/02/09, 854.66, 863.14, 850.93, 858.74
12/01/09, 833.52, 857.76, 829.56, 857.76
11/30/09, 819.37, 839.94, 818.86, 839.94
11/27/09, 819.41, 820.40, 809.24, 811.01
11/26/09, 826.97, 835.10, 824.95, 829.56
11/25/09, 828.45, 834.15, 826.36, 833.29
11/24/09, 839.34, 839.40, 827.95, 829.22
11/20/09, 831.03, 838.71, 829.98, 838.71
11/19/09, 849.46, 849.46, 832.09, 837.71
11/18/09, 853.42, 856.17, 844.91, 850.06
11/17/09, 863.16, 864.37, 854.89, 857.00
11/16/09, 865.21, 865.37, 857.67, 860.42
11/13/09, 866.72, 868.76, 862.06, 866.80
11/12/09, 875.79, 877.43, 865.64, 867.70
11/11/09, 873.48, 879.29, 870.94, 872.29
11/10/09, 877.33, 882.21, 871.67, 872.44
11/09/09, 871.86, 874.88, 866.12, 870.67
11/06/09, 880.50, 880.50, 872.29, 874.01
11/05/09, 879.42, 882.07, 872.01, 874.96
11/04/09, 877.69, 881.37, 875.40, 881.27
11/02/09, 884.08, 884.08, 874.66, 880.54
10/30/09, 891.38, 895.61, 888.57, 894.67
10/29/09, 877.94, 885.83, 874.19, 882.26
10/28/09, 893.70, 896.82, 887.00, 888.80
10/27/09, 904.42, 904.95, 892.66, 895.48
10/26/09, 903.50, 914.62, 902.22, 910.72
10/23/09, 912.58, 912.86, 901.40, 902.03
10/22/09, 907.38, 908.60, 897.17, 908.60
10/21/09, 909.21, 914.64, 908.56, 913.70
10/20/09, 913.08, 914.96, 909.75, 913.45
10/19/09, 895.70, 906.30, 893.57, 905.80
10/16/09, 906.23, 906.23, 896.20, 900.95
10/15/09, 904.23, 909.41, 901.54, 904.11
10/14/09, 901.12, 901.12, 890.77, 894.34
