Date,Close,TOPIX,HALF_YEAR
1996/1/4,1631.06,100,100
1996/1/5,1632.03,100.0594705,100.05943515361697
1996/1/8,1621.42,99.40897331,99.40507049382768
1996/1/9,1622.83,99.49542016,99.49195574931078
1996/1/10,1617.45,99.16557331,99.15933340973244
1996/1/11,1599.98,98.0944907,98.06744475996548
1996/1/12,1592.21,97.61811337,97.57944380035424
1996/1/16,1603.08,98.28455115,98.25751351955445
1996/1/17,1605.01,98.40287911,98.37776199304447
1996/1/18,1587.31,97.31769524,97.26266790113881
1996/1/19,1585.52,97.20795066,97.14977118923933
1996/1/22,1570.39,96.28033303,96.18631624386542
1996/1/23,1564.1,95.89469425,95.78416805097936
1996/1/24,1573.63,96.47897686,96.38977419339093
1996/1/25,1583.64,97.09268819,97.02186229543116
1996/1/26,1597.14,97.9203708,97.86712319797668
1996/1/29,1593.22,97.6800363,97.62108059899374
1996/1/30,1598.14,97.98168062,97.92893847415091
1996/1/31,1613.11,98.89948868,98.85695951071023
1996/2/1,1624.52,99.59903376,99.55932082245313
1996/2/2,1617.51,99.1692519,99.12593864827542
1996/2/5,1601,98.15702672,98.09470816603246
1996/2/6,1602.89,98.27290228,98.21262018176782
1996/2/7,1622.14,99.45311638,99.39932417150558
1996/2/8,1630.07,99.93930328,99.88580635023146
1996/2/9,1620.5,99.35256827,99.29524787729346
1996/2/13,1610.23,98.72291639,98.65745079529418
1996/2/14,1617.41,99.16312092,99.10137039556083
1996/2/15,1610.26,98.72475568,98.65734271782124
1996/2/16,1603.74,98.32501563,98.25079302399332
1996/2/19,1596.51,97.88174561,97.79793021771873
1996/2/20,1589.91,97.47710078,97.38281238310724
1996/2/21,1572.71,96.42257182,96.2891587498391
1996/2/22,1572.46,96.40724437,96.27326010020944
1996/2/23,1568.18,96.14483833,96.0003322503551
1996/2/26,1572.12,96.38639903,96.25094924863598
1996/2/27,1553.37,95.23683985,95.04389619877566
1996/2/28,1547.22,94.85978443,94.64640908422477
1996/2/29,1560.46,95.67152649,95.49487684655827
1996/3/1,1564.83,95.93945042,95.77414041209579
1996/3/4,1556.04,95.40053707,95.20924490254056
1996/3/5,1554.08,95.28036982,95.08312527241422
1996/3/6,1551.9,95.14671441,94.94265230828846
1996/3/7,1530.17,93.81445195,93.52254865441853
1996/3/8,1543.9,94.65623582,94.41185495601366
1996/3/11,1525.48,93.52690888,93.20436616639805
1996/3/12,1535.75,94.15656076,93.87309479764548
1996/3/13,1524.12,93.44352752,93.11003152411122
1996/3/14,1533.89,94.04252449,93.74697419791588
1996/3/15,1552.35,95.17430383,94.93613901914911
1996/3/18,1558.79,95.56913909,95.34927998050921
1996/3/19,1569.73,96.23986855,96.0462151177923
1996/3/21,1588.01,97.36061212,97.19734137470064
1996/3/22,1584.91,97.17055167,97.0017466736996
1996/3/25,1598.54,98.00620455,97.85439971116489
1996/3/26,1603.66,98.32011085,98.1736693878223
1996/3/27,1619.63,99.29922872,99.15969705653751
1996/3/28,1620.69,99.36421713,99.22510129548499
1996/3/29,1636.88,100.3568232,100.21417810994517
1996/4/1,1649.75,101.1458806,100.99429628709612
1996/4/2,1650.02,101.1624342,101.01065967349633
1996/4/3,1645.59,100.8908317,100.74145533111603
1996/4/4,1642.5,100.7013844,100.55332753016395
1996/4/5,1658.73,101.6964428,101.53178692618917
1996/4/8,1645.12,100.8620161,100.70449164471006
1996/4/9,1664.98,102.0796292,101.89729877924067
1996/4/10,1669.71,102.3696247,102.18058154094841
1996/4/11,1672.34,102.5308695,102.33784617820967
1996/4/12,1672.69,102.5523279,102.3587705203864
1996/4/15,1683.01,103.1850453,102.97195763307356
1996/4/16,1679.33,102.9594252,102.75282266843897
1996/4/17,1677.48,102.846002,102.64253816754024
1996/4/18,1673.31,102.59034,102.39333146835199
1996/4/19,1679.4,102.9637168,102.75596095726725
1996/4/22,1696.42,104.00721,103.75925024846158
1996/4/23,1702.61,104.3867178,104.1228097203928
1996/4/24,1711.8,104.9501551,104.6596715282321
1996/4/25,1714.05,105.0881022,104.79093957581512
1996/4/26,1718,105.330276,105.02085808471564
1996/4/30,1712.42,104.9881672,104.69500345830971
1996/5/1,1697.61,104.0801687,104.69500345830971
1996/5/2,1685.8,103.3560997,104.69500345830971
1996/5/7,1670.47,102.4162201,104.69500345830971
1996/5/8,1681.18,103.0728483,104.69500345830971
1996/5/9,1664.76,102.066141,104.69500345830971
1996/5/10,1657.94,101.648008,104.69500345830971
1996/5/13,1643.1,100.7381703,104.69500345830971
1996/5/14,1652.01,101.2844408,104.69500345830971
1996/5/15,1690.16,103.6234105,104.69500345830971
1996/5/16,1697.56,104.0771032,104.69500345830971
1996/5/17,1684.33,103.2659743,104.69500345830971
1996/5/20,1689.04,103.5547435,104.69500345830971
1996/5/21,1689.3,103.5706841,104.69500345830971
1996/5/22,1683.12,103.1917894,104.69500345830971
1996/5/23,1662.1,101.9030569,104.69500345830971
1996/5/24,1664.55,102.053266,104.69500345830971
1996/5/27,1658.44,101.678663,104.69500345830971
1996/5/28,1675.23,102.7080549,104.69500345830971
1996/5/29,1680.86,103.0532292,104.69500345830971
1996/5/30,1673.41,102.596471,104.69500345830971
1996/5/31,1680.57,103.0354493,104.69500345830971
1996/6/3,1658.64,101.6909249,104.69500345830971
1996/6/4,1675.55,102.727674,104.69500345830971
1996/6/5,1675.1,102.7000846,104.69500345830971
1996/6/6,1668.48,102.2942136,104.69500345830971
1996/6/7,1659.69,101.7553002,104.69500345830971
1996/6/10,1657.92,101.6467818,104.69500345830971
1996/6/11,1666.53,102.1746594,104.69500345830971
1996/6/12,1684.63,103.2843672,104.69500345830971
1996/6/13,1684.85,103.2978554,104.69500345830971
1996/6/14,1700.1,104.2328302,104.69500345830971
1996/6/17,1692.21,103.7490957,104.69500345830971
1996/6/18,1698.16,104.1138891,104.69500345830971
1996/6/19,1698.63,104.1427047,104.69500345830971
1996/6/20,1700.53,104.2591934,104.69500345830971
1996/6/21,1709.6,104.8152735,104.69500345830971
1996/6/24,1718.91,105.386068,104.69500345830971
1996/6/25,1715.53,105.1788408,104.69500345830971
1996/6/26,1722.13,105.5834856,104.69500345830971
1996/6/27,1712.21,104.9752921,104.69500345830971
