Date,Value,Vix
2015/06/16,1639.86,14.81
2015/06/17,1633.7,14.5
2015/06/18,1616.66,13.19
2015/06/19,1631.01,13.96
2015/06/22,1648.61,12.74
2015/06/23,1676.4,12.11
2015/06/24,1679.89,13.26
2015/06/25,1670.91,14.01
2015/06/26,1667.03,14.02
2015/06/29,1624.82,18.85
2015/06/30,1630.4,18.23
2015/07/01,1636.41,16.09
2015/07/02,1648.24,16.790001
2015/07/03,1652.09,0.0
2015/07/06,1620.36,17.01
2015/07/07,1637.23,16.09
2015/07/08,1582.48,19.66
2015/07/09,1579.89,19.969999
2015/07/10,1583.55,16.83
2015/07/13,1613.51,13.9
2015/07/14,1638.71,13.37
2015/07/15,1646.41,13.23
2015/07/16,1660.83,12.11
2015/07/17,1662.94,11.95
2015/07/21,1673.88,12.22
2015/07/22,1655.37,12.12
2015/07/23,1664.88,12.64
2015/07/24,1655.86,13.74
2015/07/27,1637.9,15.6
2015/07/28,1629.46,13.44
2015/07/29,1633.94,12.5
2015/07/30,1647.21,12.13
2015/07/31,1659.52,12.12
2015/08/03,1659.6,12.56
2015/08/04,1659.83,13.0
2015/08/05,1665.85,12.51
2015/08/06,1673.58,13.77
2015/08/07,1679.19,13.39
2015/08/10,1691.29,12.23
2015/08/11,1687.6,13.71
2015/08/12,1665.75,13.61
2015/08/13,1667.95,13.49
2015/08/14,1664.46,12.83
2015/08/17,1672.87,13.02
2015/08/18,1672.22,13.79
2015/08/19,1648.48,15.25
2015/08/20,1623.88,19.139999
2015/08/21,1573.01,28.030001
2015/08/24,1480.87,40.740002
2015/08/25,1432.65,36.02
2015/08/26,1478.97,30.32
2015/08/27,1500.41,26.1
2015/08/28,1549.8,26.049999
2015/08/31,1537.05,28.43
2015/09/01,1478.11,31.4
2015/09/02,1465.99,26.09
2015/09/03,1474.98,25.610001
2015/09/04,1444.53,27.799999
2015/09/07,1445.65,0.0
2015/09/08,1416.71,24.9
2015/09/09,1507.37,26.23
2015/09/10,1479.52,24.370001
2015/09/11,1480.23,23.200001
2015/09/14,1462.41,24.25
2015/09/15,1462.24,22.540001
2015/09/16,1472.6,21.35
2015/09/17,1491.91,21.139999
2015/09/18,1462.38,22.280001
2015/09/24,1426.97,23.469999
2015/09/25,1453.81,23.620001
2015/09/28,1438.67,27.629999
2015/09/29,1375.52,26.83
2015/09/30,1411.16,24.5
2015/10/01,1442.74,22.549999
2015/10/02,1444.92,20.940001
2015/10/05,1463.92,19.540001
2015/10/06,1475.84,19.4
2015/10/07,1493.17,18.4
2015/10/08,1481.4,17.42
2015/10/09,1515.13,17.08
2015/10/13,1503.13,17.67
2015/10/14,1470.83,18.030001
2015/10/15,1490.72,16.049999
2015/10/16,1505.84,15.05
2015/10/19,1494.75,14.98
2015/10/20,1499.28,15.75
2015/10/21,1526.81,16.700001
2015/10/22,1518.22,14.45
2015/10/23,1547.84,14.46
2015/10/26,1558.99,15.29
2015/10/27,1543.11,15.43
2015/10/28,1547.19,14.33
2015/10/29,1547.11,14.61
2015/10/30,1558.2,15.07
2015/11/02,1526.97,14.15
2015/11/04,1540.43,15.51
2015/11/05,1555.1,15.05
2015/11/06,1563.59,14.33
2015/11/09,1590.97,16.52
2015/11/10,1589.48,15.29
2015/11/11,1595.32,16.059999
2015/11/12,1593.57,18.370001
2015/11/13,1585.83,20.08
2015/11/16,1571.53,18.16
2015/11/17,1586.11,18.84
2015/11/18,1586.53,16.85
2015/11/19,1600.38,16.99
2015/11/20,1603.18,15.47
2015/11/24,1605.94,15.93
2015/11/25,1594.67,15.19
2015/11/26,1602.32,0.0
2015/11/27,1594.45,15.12
2015/11/30,1580.25,16.129999
2015/12/01,1601.95,14.67
2015/12/02,1602.26,15.91
2015/12/03,1602.94,18.110001
2015/12/04,1574.02,14.81
2015/12/07,1585.21,15.84
2015/12/08,1568.73,17.6
2015/12/09,1555.58,19.610001
2015/12/10,1540.35,19.34
2015/12/11,1549.51,24.389999
2015/12/14,1527.88,22.73
2015/12/15,1502.55,20.950001
2015/12/16,1540.72,17.860001
2015/12/17,1564.71,18.940001
2015/12/18,1537.1,20.700001
2015/12/21,1531.28,18.700001
2015/12/22,1533.6,16.6
2015/12/24,1523.62,15.74
2015/12/25,1516.19,0.0
2015/12/28,1529.22,16.91
2015/12/29,1543.39,16.08
2015/12/30,1547.3,17.290001
2016/01/04,1509.67,20.700001
2016/01/05,1504.71,19.34
2016/01/06,1488.84,20.59
2016/01/07,1457.94,24.99
2016/01/08,1447.32,27.01
2016/01/12,1401.95,22.469999
2016/01/13,1442.09,25.219999
2016/01/14,1406.55,23.950001
2016/01/15,1402.45,27.02
2016/01/18,1387.93,0.0
2016/01/19,1390.41,26.049999
2016/01/20,1338.97,27.59
2016/01/21,1301.49,26.690001
2016/01/22,1374.19,22.34
2016/01/25,1392.63,24.15
2016/01/26,1360.23,22.5
2016/01/27,1400.7,23.110001
2016/01/28,1392.1,22.42
2016/01/29,1432.07,20.200001
2016/02/01,1462.67,19.98
2016/02/02,1452.04,21.98
2016/02/03,1406.27,21.65
2016/02/04,1388.81,21.84
2016/02/05,1368.97,23.379999
2016/02/08,1380.41,26.0
2016/02/09,1304.33,26.540001
2016/02/10,1264.96,26.290001
2016/02/12,1196.28,25.4
2016/02/15,1292.23,0.0
2016/02/16,1297.01,24.110001
2016/02/17,1282.4,22.309999
2016/02/18,1311.2,21.639999
2016/02/19,1291.82,20.530001
2016/02/22,1300.0,19.379999
2016/02/23,1291.17,20.98
2016/02/24,1284.53,20.719999
2016/02/25,1307.54,19.110001
2016/02/26,1311.27,19.809999
2016/02/29,1297.85,20.549999
2016/03/01,1300.83,17.700001
2016/03/02,1349.61,17.09
2016/03/03,1369.05,16.700001
2016/03/04,1375.35,16.860001
2016/03/07,1361.9,17.35
2016/03/08,1347.72,18.67
2016/03/09,1332.33,18.34
2016/03/10,1352.17,18.049999
2016/03/11,1359.32,16.5
2016/03/14,1379.95,16.92
2016/03/15,1372.08,16.84
2016/03/16,1360.5,14.99
2016/03/17,1358.97,14.44
2016/03/18,1345.05,14.02
2016/03/22,1369.93,14.17
2016/03/23,1364.2,14.94
2016/03/24,1354.61,14.74
2016/03/25,1366.05,0.0
2016/03/28,1381.85,15.24
2016/03/29,1377.6,13.82
2016/03/30,1356.29,13.56
2016/03/31,1347.2,13.95
2016/04/01,1301.4,13.1
2016/04/04,1302.71,14.12
2016/04/05,1268.37,15.42
2016/04/06,1267.75,14.09
2016/04/07,1272.64,16.16
2016/04/08,1287.69,15.36
2016/04/11,1279.79,16.26
2016/04/12,1299.35,14.85
2016/04/13,1332.44,13.84
2016/04/14,1371.35,13.72
2016/04/15,1361.4,13.62
2016/04/18,1320.15,13.35
2016/04/19,1363.03,13.24
2016/04/20,1365.78,13.28
2016/04/21,1393.68,13.95
2016/04/22,1407.5,13.22
2016/04/25,1401.83,14.08
2016/04/26,1391.69,13.96
2016/04/27,1384.3,13.77
2016/04/28,1340.55,15.22
2016/05/02,1299.96,14.68
2016/05/06,1298.32,14.72
2016/05/09,1306.66,14.57
2016/05/10,1334.9,13.63
2016/05/11,1334.3,14.69
2016/05/12,1337.27,14.41
2016/05/13,1320.19,15.04
2016/05/16,1321.65,14.68
2016/05/17,1335.85,15.57
2016/05/18,1338.38,15.95
2016/05/19,1336.56,16.33
2016/05/20,1343.4,15.2
2016/05/23,1338.68,15.82
2016/05/24,1326.5,14.42
2016/05/25,1342.88,13.9
2016/05/26,1342.87,13.43
2016/05/27,1349.93,13.12
2016/05/30,1366.01,0.0
2016/05/31,1379.8,14.19
2016/06/01,1362.07,14.2
2016/06/02,1331.81,13.63
2016/06/03,1337.23,13.47
2016/06/06,1332.43,13.65
2016/06/07,1340.77,14.05
2016/06/08,1350.97,14.08
2016/06/09,1337.41,14.64
2016/06/10,1330.72,17.030001
2016/06/13,1284.54,20.969999
2016/06/14,1271.93,20.5
2016/06/15,1277.11,20.139999
2016/06/16,1241.56,19.370001
2016/06/17,1250.83,19.41
2016/06/20,1279.19,18.370001
2016/06/21,1293.9,18.48
2016/06/22,1284.61,21.17
2016/06/23,1298.71,17.25
2016/06/24,1204.48,25.76
2016/06/27,1225.76,23.85
2016/06/28,1224.62,18.75
2016/06/29,1247.69,16.639999
2016/06/30,1245.82,15.63
2016/07/01,1254.44,14.77
2016/07/04,1261.97,0.0
2016/07/05,1256.64,15.58
2016/07/06,1234.2,14.96
2016/07/07,1226.09,14.76
2016/07/08,1209.88,13.2
2016/07/11,1255.79,13.54
2016/07/12,1285.73,13.55
2016/07/13,1300.26,13.04
2016/07/14,1311.16,12.82
2016/07/15,1317.1,12.67
2016/07/19,1331.39,11.97
2016/07/20,1330.75,11.77
2016/07/21,1339.39,12.74
2016/07/22,1327.51,12.02
2016/07/25,1325.36,12.87
2016/07/26,1306.94,13.05
2016/07/27,1321.67,12.83
2016/07/28,1307.0,12.72
2016/07/29,1322.74,11.87
2016/08/01,1321.83,12.44
2016/08/02,1300.2,13.37
2016/08/03,1271.98,12.86
2016/08/04,1282.99,12.42
2016/08/05,1279.9,11.39
2016/08/08,1305.53,11.5
2016/08/09,1317.49,11.66
2016/08/10,1314.83,12.05
2016/08/12,1323.22,11.55
2016/08/15,1316.63,11.81
2016/08/16,1298.47,12.64
2016/08/17,1311.13,12.19
2016/08/18,1290.79,11.43
2016/08/19,1295.67,11.34
2016/08/22,1303.68,12.27
2016/08/23,1297.56,12.38
2016/08/24,1306.71,13.45
2016/08/25,1304.27,13.63
2016/08/26,1287.9,13.65
2016/08/29,1313.24,12.94
2016/08/30,1312.81,13.12
2016/08/31,1329.54,13.42
2016/09/01,1337.38,13.48
2016/09/02,1340.76,11.98
2016/09/05,1343.85,0.0
2016/09/06,1352.58,12.02
2016/09/07,1349.53,11.94
2016/09/08,1345.95,12.51
2016/09/09,1343.86,17.5
2016/09/12,1323.1,15.16
2016/09/13,1322.99,17.85
2016/09/14,1314.74,18.139999
2016/09/15,1301.11,16.299999
2016/09/16,1311.5,15.37
2016/09/20,1316.97,15.92
2016/09/21,1352.67,13.3
2016/09/23,1349.56,12.29
2016/09/26,1335.84,14.5
2016/09/27,1349.22,13.1
2016/09/28,1330.77,12.39
2016/09/29,1343.25,14.02
2016/09/30,1322.78,13.29
2016/10/03,1330.72,13.57
2016/10/04,1340.21,13.63
2016/10/05,1347.81,12.99
2016/10/06,1353.93,12.84
2016/10/07,1350.61,13.48
2016/10/11,1356.35,15.36
2016/10/12,1342.35,15.91
2016/10/13,1342.31,16.690001
2016/10/14,1347.19,16.120001
2016/10/17,1352.56,16.209999
2016/10/18,1356.57,15.28
2016/10/19,1357.2,14.41
2016/10/20,1370.8,13.75
2016/10/21,1365.29,13.34
2016/10/24,1367.61,13.02
2016/10/25,1377.32,13.46
2016/10/26,1382.7,14.24
2016/10/27,1382.01,15.36
2016/10/28,1392.41,16.190001
2016/10/31,1393.02,17.059999
2016/11/01,1393.19,18.559999
2016/11/02,1368.44,19.32
